ID,Road,Speed,Occlusion
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,0
7,Straight,Low,1
7,Straight,Low,0
7,Straight,Low,0
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,0
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
7,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
8,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
9,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
10,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
11,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
12,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,0
13,Straight,Low,0
13,Straight,Low,1
13,Straight,Low,0
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
13,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,0
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,0
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,1
14,Straight,Low,0
14,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,0
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
15,Straight,Low,1
16,Straight,Low,0
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,0
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
16,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
17,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
18,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
19,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
20,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,0
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
21,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
22,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
23,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
24,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,0
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,0
25,Straight,Low,1
25,Straight,Low,0
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,0
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
25,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,0
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
26,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,0
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,0
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
27,Straight,Low,1
