t,id,drive,speed.kmh,occ_nr,x,y,yaw,steer,off,speed,leftTLC,rightTLC,report,OT.or.duration,OTTLC,true.TLC,FADE1.leftTLC,FADE1.rightTLC,FADE1.off,FADE1.TLC.min,FADE0.TLC.min,steer.ampl,steer.min,steer.max,steer.avg,steer.sd,offset.min,offset.max,offset.avg,offset.sd,steer.ampl.360,filter_$,lane.cross,lane.cross.copy,id2,total.search.time,fade1.tlc.min.abs,fade1.off.abs,OT.mean,drive.copy,drive.0
126.440475,P19,9,100,48,9708.350586,1700.690552,-97.771141,-.00118,.193474,27.7776,7.9,12.7,"{""type"":""M"",""msg"":""FADE0"",""time"":126.359,""dist"":3.35046}",3.037948,10.937948,0,17.8,23.2,.582157,17.8,7.9,.000855,-.002035,-.00118,-.00146625806451613,.000359885163882586,.193474,.582157,.341008870967742,.125072279278222,.3078,1, ,0,P19,91.0626668133333,17.8, , ,9,9
129.483139,P19,9,100,49,9696.098633,1617.042358,-99.070137,-.004354,.249258,27.7779,23.3,12.7,"{""type"":""M"",""msg"":""FADE0"",""time"":129.406,""dist"":3.43514}",2.53852099999999,15.238521,0,8.3,13.5,.201382,8.3,12.7,.002686,-.004354,-.001668,-.003551,.00073650922601146,.201382,.275229,.249476807692308,.0232424353715685,.96696,1, ,0,P19,91.0626668133333,8.3, , ,9,9
133.150208,P19,9,100,50,9679.007813,1516.594482,-100.002037,-.00118,.329077,27.7776,3.7,7.7,"{""type"":""M"",""msg"":""FADE0"",""time"":133.053,""dist"":3.53645}",3.16188099999999,6.86188099999999,0,37.5,14.6,.206749,14.6,3.7,.003174,-.004028,-.000854,-.00133109375,.000831062334503643,.102663,.329077,.1651320625,.0622052753991158,1.14264,1, ,0,P19,91.0626668133333,14.6, , ,9,9
135.392761,P19,9,100,51,9667.59375,1455.338745,-100.795822,-.000163,.951484,27.7776,.7,4.8,"{""type"":""M"",""msg"":""FADE0"",""time"":135.351,""dist"":3.60032}",1.83290100000002,2.53290100000002,0,10.6,8.1,.442416,8.1,.7,.008911,-.009074,-.000163,-.002086,.00284309670762162,.442416,.951484,.662937789473684,.155793465242922,3.20796,1, ,0,P19,91.0626668133333,8.1, , ,9,9
140.059906,P19,9,100,53,9638.199219,1329.050903,-103.957909,-.00354,.384049,27.7777,5.8,11.4,"{""type"":""M"",""msg"":""FADE0"",""time"":139.96,""dist"":3.72838}",2.43467700000002,8.23467700000002,0,7.3,10.5,.623606,7.3,5.8,.004028,-.00354,.000488,-.0008172,.00150388236463716,.316307,.623606,.39177636,.0890565954037469,1.45008,1, ,0,P19,91.0626668133333,7.3, , ,9,9
142.893188,P19,9,100,54,9617.810547,1253.018921,-106.400467,-.008911,.505703,27.7775,9.2,5.9,"{""type"":""M"",""msg"":""FADE0"",""time"":142.834,""dist"":3.80824}",2.42808500000001,8.32808500000001,0,20.1,27.4,.445464,20.1,5.9,.003214,-.008911,-.005697,-.00728196,.00118398678483616,.445464,.59495,.54620756,.0450526086916544,1.15704,1, ,0,P19,91.0626668133333,20.1, , ,9,9
146.038605,P19,9,100,55,9591.959961,1169.532349,-107.563194,-.001506,.240816,27.7774,3.2,6.3,"{""type"":""M"",""msg"":""FADE0"",""time"":145.994,""dist"":3.89604}",2.64121999999998,5.84121999999998,0,35.7,8.2,.376098,8.2,3.2,.005046,-.006063,-.001017,-.0016592962962963,.00125061476620392,.079499,.376098,.169215407407407,.0862341588793868,1.81656,1, ,0,P19,91.0626668133333,8.2, , ,9,9
148.378967,P19,9,100,56,9570.974609,1107.995117,-110.816574,-.010091,.514991,27.7776,7.5,4.6,"{""type"":""M"",""msg"":""FADE0"",""time"":148.278,""dist"":3.95949}",1.83215299999998,6.43215299999998,0,13.3,30.1,.419887,13.3,4.6,.011597,-.019165,-.007568,-.0129437368421053,.00319530864171045,.419887,.677852,.589847631578947,.0789781166232566,4.17492,1, ,0,P19,91.0626668133333,13.3, , ,9,9
150.825409,P19,9,100,57,9546.28125,1044.661133,-111.349892,-.002035,.0867,27.7781,3.6,6.3,"{""type"":""M"",""msg"":""FADE0"",""time"":150.723,""dist"":4.02743}",2.04252600000001,5.64252600000001,0,24.1,6.8,.336281,6.8,3.6,.007731,-.0059,.001831,-5.8047619047619E-05,.00194607048886186,-.028623,.336281,.0749316666666667,.109431553370284,2.78316,1, ,0,P19,91.0626668133333,6.8, , ,9,9
153.159576,P19,9,100,58,9521.438477,984.757996,-113.784187,-.008423,.626397,27.778,17,25.3,"{""type"":""M"",""msg"":""FADE0"",""time"":153.068,""dist"":4.09261}",1.92893899999999,18.928939,0,18.7,31.2,.222619,18.7,17,.009562,-.016805,-.007243,-.00925905,.00260347487378332,.222619,.626397,.44537365,.118605610506894,3.44232,1, ,0,P19,91.0626668133333,18.7, , ,9,9
154.986496,P19,9,100,59,9500.041016,938.731689,-116.397888,-.010091,.622695,27.7777,10.9,6.6,"{""type"":""M"",""msg"":""FADE0"",""time"":154.905,""dist"":4.14365}",1.32093799999998,7.92093799999998,0,17,12.2,.714834,12.2,6.6,.008382,-.018473,-.010091,-.0125935,.00321628478336299,.622695,.75864,.719094214285714,.0419715083931553,3.01752,1, ,0,P19,91.0626668133333,12.2, , ,9,9
158.440033,P19,9,100,60,9455.972656,853.49115,-117.963585,-.00354,.931518,27.7778,.5,3.5,"{""type"":""M"",""msg"":""FADE0"",""time"":158.39,""dist"":4.24048}",2.943298,3.443298,0,9.2,12.5,.459094,9.2,.5,.003866,-.004883,-.001017,-.00247806666666667,.000785005685607933,.263964,.931518,.439996133333333,.192013466342362,1.39176,1, ,0,P19,91.0626668133333,9.2, , ,9,9
162.998062,P19,9,100,62,9389.275391,745.883118,-123.296989,-.00236,1.142954,27.778,0,3.1,"{""type"":""M"",""msg"":""FADE0"",""time"":162.98,""dist"":4.36801}",2.53675799999999,2.53675799999999,2.53675799999999,14.9,19.4,.953965,14.9,0,.006388,-.008219,-.001831,-.00326788461538462,.00196617159631448,.738268,1.142954,.855318807692308,.112600421307212,2.29968,1,1,1,P19,91.0626668133333,14.9,.953965, ,9,9
169.095428,P19,9,100,65,9283.442383,613.805176,-131.963486,-.012451,.073278,27.7776,21,15.1,"{""type"":""M"",""msg"":""FADE0"",""time"":169.084,""dist"":4.53762}",.914962000000003,16.014962,0,3.3,4.9,-.036674,3.3,15.1,.016286,-.012451,.003835,-.007006,.00503407583927334,-.038125,.073278,.0044107,.040248580593468,5.86296,1, ,0,P19,91.0626668133333,3.3, , ,9,9
171.222809,P19,9,100,66,9242.850586,570.843628,-134.77829,-.010254,.490789,27.7779,5.4,12.2,"{""type"":""M"",""msg"":""FADE0"",""time"":171.184,""dist"":4.59597}",1.622254,7.022254,0,9.3,15.4,.149816,9.3,5.4,.000650999999999999,-.010417,-.009766,-.0100911764705882,.000190814777760436,.149816,.490789,.30085,.109158735405143,.23436,1, ,0,P19,91.0626668133333,9.3, , ,9,9
173.349045,P19,9,100,67,9200.234375,529.936707,-137.713242,-.011271,.960732,27.7777,2.6,20.2,"{""type"":""M"",""msg"":""FADE0"",""time"":173.302,""dist"":4.65483}",1.61979699999998,4.21979699999998,0,31.4,27.1,.62094,27.1,2.6,.000977,-.012085,-.011108,-.0113667058823529,.000304890300908762,.62094,.960732,.796203941176471,.106605521943325,.35172,1, ,0,P19,91.0626668133333,27.1, , ,9,9
175.079697,P19,9,100,68,9163.824219,498.53421,-140.445694,-.006551,.975807,27.7788,1.9,6.6,"{""type"":""M"",""msg"":""FADE0"",""time"":175.034,""dist"":4.70295}",1.221833,3.121833,0,7,5.2,1.036033,5.2,1.9,.014041,-.020592,-.006551,-.0107329230769231,.00398264971389523,.972965,1.036033,1.00091823076923,.0252691285041446,5.05476,1, ,0,P19,91.0626668133333,5.2, , ,9,9
176.912094,P19,9,100,69,9123.526367,467.43811,-144.358032,-.012248,.476755,27.7789,7.7,4.3,"{""type"":""M"",""msg"":""FADE0"",""time"":176.814,""dist"":4.75239}",1.325714,5.625714,0,4.1,3.1,1.019433,3.1,4.3,.025311,-.037559,-.012248,-.0185600714285714,.00823034893609561,.476755,1.019433,.791766642857143,.184621413941573,9.11196,1, ,0,P19,91.0626668133333,3.1, , ,9,9
178.637604,P19,9,100,70,9084.294922,439.872955,-145.028748,-.001668,-.040944,27.7785,3.5,5.5,"{""type"":""M"",""msg"":""FADE0"",""time"":178.551,""dist"":4.80067}",1.31922900000001,4.81922900000001,0,13,15.4,.24231,13,3.5,.010753,-.007243,.00351,-.000643714285714286,.00290258215092306,-.074207,.24231,.0160352142857143,.104623292039862,3.87108,1, ,0,P19,91.0626668133333,13, , ,9,9
181.069321,P19,9,100,71,9028.078125,402.402344,-147.619568,-.007894,.823421,27.778,1,4.6,"{""type"":""M"",""msg"":""FADE0"",""time"":181.052,""dist"":4.87016}",1.925568,2.925568,0,7.7,31.8,.103687,7.7,1,.009074,-.016317,-.007243,-.00912275,.0027425606527861,.103687,.823421,.41986975,.218188469765759,3.26664,1, ,0,P19,91.0626668133333,7.7, , ,9,9
183.102737,P19,9,100,72,8979.017578,374.435913,-152.641479,-.010905,.621207,27.7805,10.6,7.7,"{""type"":""M"",""msg"":""FADE0"",""time"":183.072,""dist"":4.92629}",1.527084,9.227084,0,4.2,3.3,1.095539,3.3,7.7,.031258,-.042163,-.010905,-.01996175,.0111099986948694,.621207,1.127059,.928263375,.177302878779364,11.25288,1,1,1,P19,91.0626668133333,3.3,1.095539, ,9,9
185.236053,P19,9,100,73,8925.879883,348.164551,-154.541321,-.006226,.372552,27.7784,9.7,11.9,"{""type"":""M"",""msg"":""FADE0"",""time"":185.203,""dist"":4.9855}",1.626068,11.326068,0,11,7.9,.46402,7.9,9.7,.005371,-.009928,-.004557,-.00623529411764706,.00135046018844994,.335067,.46402,.369102,.0387801384796393,1.93356,1, ,0,P19,91.0626668133333,7.9, , ,9,9
188.276474,P19,9,100,74,8848.798828,313.603973,-157.04892,-.006551,.574705,27.7778,4.5,6.4,"{""type"":""M"",""msg"":""FADE0"",""time"":188.235,""dist"":5.06976}",2.534042,7.034042,0,31.7,21.8,.432578,21.8,4.5,.004191,-.009237,-.005046,-.00619596153846154,.00107868951902832,.432578,.574705,.510786307692308,.0456258601854424,1.50876,1, ,0,P19,91.0626668133333,21.8, , ,9,9
190.61496,P19,9,100,75,8788.411133,289.645844,-160.177856,-.013265,.830796,27.7771,.8,10.2,"{""type"":""M"",""msg"":""FADE0"",""time"":190.591,""dist"":5.1352}",1.83059699999998,2.63059699999998,0,3.7,5.6,.559914,3.7,.8,.007202,-.014608,-.007406,-.0119905789473684,.00194857293410644,.487499,.830796,.575019210526316,.0998429738097551,2.59272,1, ,0,P19,91.0626668133333,3.7, , ,9,9
14.634889,P20,9,100,2,9421.076172,4745.310059,-59.014759,.009043,-.010846,27.6472,4.3,5.7,"{""type"":""M"",""msg"":""FADE0"",""time"":14.563,""dist"":0.243494}",.709505999999999,5.009506,0,6.5,8,.615545,6.5,4.3,.004394,.007172,.011566,.010233625,.00154563523117751,-.010846,.615545,.269722625,.221286050287171,1.58184,1, ,0,P20,94.8113331033333,6.5, , ,9,9
16.56945,P20,9,100,3,9449.258789,4699.666992,-58.062752,-.004191,.374992,27.7669,1.6,4,"{""type"":""M"",""msg"":""FADE0"",""time"":16.4958,""dist"":0.297083}",1.421153,3.021153,0,3.1,4.4,-.18663,3.1,1.6,.016245,-.004191,.012054,.00266253333333333,.00459174491991049,-.1919,.374992,.0024846,.191341225615316,5.8482,1, ,0,P20,94.8113331033333,3.1, , ,9,9
19.105974,P20,9,100,4,9484.075195,4638.418945,-62.091473,-.005208,1.335291,27.7795,-1.319052,6.4,"{""type"":""M"",""msg"":""FADE0"",""time"":19.0856,""dist"":0.369036}",2.028625,.709572999999999,.709572999999999,1.5,7.3,.781824,1.5,-1.319052,.024051,-.029259,-.005208,-.0128804285714286,.00830425225153613,.781824,1.335291,1.13546904761905,.149330311125865,8.65836,1,1,1,P20,94.8113331033333,1.5,.781824, ,9,9
22.763044,P20,9,100,6,9527.5,4546.583984,-66.580971,-.002197,.350703,27.7785,9.3,12.7,"{""type"":""M"",""msg"":""FADE0"",""time"":22.76,""dist"":0.471134}",1.217706,10.517706,0,6.5,4.5,.97352,4.5,9.3,.010417,-.012614,-.002197,-.00575292307692308,.00379749558835685,.350703,.97352,.658637538461538,.206147921244114,3.75012,1, ,0,P20,94.8113331033333,4.5, , ,9,9
25.193899,P20,9,100,7,9554.087891,4484.494629,-67.568871,-.009074,.189716,27.7774,11.1,7.7,"{""type"":""M"",""msg"":""FADE0"",""time"":25.0924,""dist"":0.535942}",1.922769,9.622769,0,4.6,6.8,.159159,4.6,7.7,.012217,-.009074,.003143,-.0035853,.00411320354212472,.076285,.189716,.1227724,.0372189307878326,4.39812,1, ,0,P20,94.8113331033333,4.6, , ,9,9
28.240768,P20,9,100,8,9584.53418,4405.505859,-70.114899,-.006714,.013886,27.7777,13.4,8.2,"{""type"":""M"",""msg"":""FADE0"",""time"":28.1859,""dist"":0.621899}",2.643104,10.843104,0,11,7.3,.200536,7.3,8.2,.00354,-.008423,-.004883,-.00611277777777778,.000915794624832334,.013886,.200536,.113305814814815,.0560946663905258,1.2744,1, ,0,P20,94.8113331033333,7.3, , ,9,9
31.485788,P20,9,100,9,9614.137695,4320.341309,-71.639336,-.005208,.272584,27.7777,10.7,30.7,"{""type"":""M"",""msg"":""FADE0"",""time"":31.4488,""dist"":0.712561}",2.737583,13.437583,0,11.1,15.6,-.059645,11.1,10.7,.007538,-.005208,.00233,-.00291732142857143,.00227761098121388,-.112656,.272584,.0195805357142857,.124697496523173,2.71368,1, ,0,P20,94.8113331033333,11.1, , ,9,9
34.118092,P20,9,100,10,9635.771484,4250.479492,-74.141266,-.008423,.413149,27.7778,8.4,5.5,"{""type"":""M"",""msg"":""FADE0"",""time"":34.1126,""dist"":0.786577}",2.124985,7.624985,0,13.5,10.2,.384611,10.2,5.5,.001384,-.008423,-.007039,-.00786036363636364,.000532080690752692,.384611,.508767,.466868272727273,.0377216624377152,.49824,1, ,0,P20,94.8113331033333,10.2, , ,9,9
37.661057,P20,9,100,11,9661.132813,4155.361328,-75.959274,-.005371,-.199675,27.7775,13.1,7.2,"{""type"":""M"",""msg"":""FADE0"",""time"":37.6089,""dist"":0.883726}",3.036446,10.236446,0,9.3,5.4,.277002,5.4,7.2,.007039,-.006551,.000488,-.00324996774193548,.00179315713168833,-.199675,.277002,-.0314326774193548,.134736162617511,2.53404,1, ,0,P20,94.8113331033333,5.4, , ,9,9
40.914154,P20,9,100,12,9681.486328,4067.297119,-77.919685,-.004191,-.863124,27.7778,11,1.8,"{""type"":""M"",""msg"":""FADE0"",""time"":40.8459,""dist"":0.973671}",2.743278,4.543278,0,9.5,5,-.260878,5,1.8,.002035,-.006226,-.004191,-.00444535714285714,.000570664603727172,-.863124,-.260878,-.540985714285714,.183627745254492,.7326,1, ,0,P20,94.8113331033333,5, , ,9,9
43.752796,P20,9,100,13,9698.008789,3990.17334,-77.905258,-.001017,-.60796,27.7775,5.5,8.7,"{""type"":""M"",""msg"":""FADE0"",""time"":43.7027,""dist"":1.05305}",2.33060399999999,7.83060399999999,0,7.4,9.4,-.996943,7.4,5.5,.005503,-.001017,.004486,.000935083333333333,.00168427700697714,-1.051433,-.60796,-.917800958333333,.140557465039092,1.98108,1, ,0,P20,94.8113331033333,7.4, , ,9,9
46.179337,P20,9,100,14,9711.677734,3924.151123,-78.83532,-.004191,.580467,27.7778,2.5,14.7,"{""type"":""M"",""msg"":""FADE0"",""time"":46.1399,""dist"":1.12077}",1.925084,4.425084,0,4.8,8.1,-.385155,4.8,2.5,.003174,-.004191,-.001017,-.00302525,.0010274025949477,-.385155,.580467,.0982217,.303513324298535,1.14264,1, ,0,P20,94.8113331033333,4.8, , ,9,9
48.917358,P20,9,100,15,9724.9375,3849.242188,-80.811485,-.002848,1.126738,27.7781,0,22.2,"{""type"":""M"",""msg"":""FADE0"",""time"":48.8925,""dist"":1.19725}",2.228977,2.228977,2.228977,10.3,8.3,.809181,8.3,0,.007569,-.010417,-.002848,-.00547026086956522,.00269265438854051,.809181,1.126738,1.01029126086957,.0896169191418356,2.72484,1,1,1,P20,94.8113331033333,8.3,.809181, ,9,9
54.501507,P20,9,100,17,9745.431641,3695.452881,-82.929596,-.001343,.163698,27.7778,7.6,13.6,"{""type"":""M"",""msg"":""FADE0"",""time"":54.4534,""dist"":1.35177}",2.434605,10.034605,0,11.1,15,.460772,11.1,7.6,.004853,-.001343,.00351,.00064464,.0014374979095637,.141361,.460772,.22218796,.0960821759491496,1.74708,1, ,0,P20,94.8113331033333,11.1, , ,9,9
57.844673,P20,9,100,18,9755.170898,3603.079834,-85.287506,-.006226,-.340679,27.7778,5.4,2.4,"{""type"":""M"",""msg"":""FADE0"",""time"":57.8247,""dist"":1.44544}",2.836525,5.236525,0,17.8,12.6,.20032,12.6,2.4,.002198,-.006226,-.004028,-.00590737931034483,.000699026742478074,-.340679,.219759,.0639856206896552,.175166844993447,.79128,1, ,0,P20,94.8113331033333,12.6, , ,9,9
59.475918,P20,9,100,19,9759.035156,3557.920898,-84.349426,.005829,-.799731,27.7776,4.7,6.5,"{""type"":""M"",""msg"":""FADE0"",""time"":59.4528,""dist"":1.49068}",1.121544,5.821544,0,6.4,7.9,-.61985,6.4,4.7,.006388,.005829,.012217,.00930441666666667,.00247322305204191,-.833171,-.61985,-.775556333333333,.0701754302254951,2.29968,1, ,0,P20,94.8113331033333,6.4, , ,9,9
62.219837,P20,9,100,20,9766.170898,3482.016357,-85.756165,-.008423,-.084635,27.7777,6.9,4.3,"{""type"":""M"",""msg"":""FADE0"",""time"":62.207,""dist"":1.56721}",2.236522,6.536522,0,4.5,6.7,-.660864,4.5,4.3,.011566,-.008423,.003143,-.00580052173913044,.00298106423750685,-.660864,-.080657,-.286155782608696,.194065065831483,4.16376,1, ,0,P20,94.8113331033333,4.5, , ,9,9
65.16375,P20,9,100,21,9771.950195,3400.421875,-85.594452,.000326,.080274,27.7775,3.7,7.3,"{""type"":""M"",""msg"":""FADE0"",""time"":65.0728,""dist"":1.64684}",2.43646699999999,6.13646699999999,0,22.4,28.5,-.157659,22.4,3.7,.005341,-.00118,.004161,.00249404,.00142135790355561,-.273333,.080274,-.17350456,.103766481830631,1.92276,1, ,0,P20,94.8113331033333,22.4, , ,9,9
68.410629,P20,9,100,22,9776.856445,3310.35083,-88.592773,-.008219,.062603,27.7778,4.9,2.7,"{""type"":""M"",""msg"":""FADE0"",""time"":68.3987,""dist"":1.73926}",2.737449,5.437449,0,14.2,11.3,.293775,11.3,2.7,.002848,-.008748,-.0059,-.00825403571428572,.000757049070386818,.062603,.531835,.398246035714286,.132212722799418,1.02528,1, ,0,P20,94.8113331033333,11.3, , ,9,9
71.050224,P20,9,100,23,9778.916016,3237.038574,-87.63269,.002655,-.780952,27.7777,6.1,8.5,"{""type"":""M"",""msg"":""FADE0"",""time"":70.9939,""dist"":1.81137}",2.133156,8.233156,0,16.5,3,-.276901,3,6.1,.007375,.001668,.009043,.00567868181818182,.00203830385571561,-.835254,-.276901,-.691679545454545,.173095336061547,2.655,1, ,0,P20,94.8113331033333,3, , ,9,9
74.096497,P20,9,100,24,9782.400391,3152.467773,-88.08844,-.00354,.328016,27.7777,22.5,18.7,"{""type"":""M"",""msg"":""FADE0"",""time"":74.0667,""dist"":1.89675}",2.540032,21.240032,0,4.1,6,-.658561,4.1,18.7,.010061,-.00354,.006521,-.00151538461538462,.00254975043605327,-.658561,.328016,-.155473461538462,.30822233497996,3.62196,1, ,0,P20,94.8113331033333,4.1, , ,9,9
77.752861,P20,9,100,25,9783.670898,3050.887695,-90.388428,-.004354,.157739,27.7779,7.9,4.4,"{""type"":""M"",""msg"":""FADE0"",""time"":77.6783,""dist"":1.9971}",3.147255,7.547255,0,10.3,7.9,.477718,7.9,4.4,.003052,-.007406,-.004354,-.00487771875,.000999862675550836,.157739,.577375,.4654518125,.123590380204891,1.09872,1, ,0,P20,94.8113331033333,7.9, , ,9,9
80.287834,P20,9,100,26,9783.12207,2980.454102,-90.141487,.001668,-.542001,27.7777,8,11.1,"{""type"":""M"",""msg"":""FADE0"",""time"":80.2393,""dist"":2.06826}",2.02790800000001,10.027908,0,9.3,4.2,-.060367,4.2,8,.006358,-.00236,.003998,.0024927619047619,.00137431906429191,-.542001,-.060367,-.384775047619048,.154441569007012,2.28888,1, ,0,P20,94.8113331033333,4.2, , ,9,9
84.241287,P20,9,100,27,9782.858398,2870.604736,-90.323395,-.000854,.293941,27.7777,4.7,11.1,"{""type"":""M"",""msg"":""FADE0"",""time"":84.1904,""dist"":2.17805}",3.446808,8.146808,0,7.5,10.9,-.516497,7.5,4.7,.002197,-.000854,.001343,-.000162828571428571,.000783993603129451,-.516497,.293941,-.158612771428571,.253208557155964,.79092,1, ,0,P20,94.8113331033333,7.5, , ,9,9
87.891548,P20,9,100,28,9780.931641,2769.20166,-91.957443,-.003377,.653085,27.7779,12.5,8.6,"{""type"":""M"",""msg"":""FADE0"",""time"":87.8532,""dist"":2.27982}",3.14145600000001,11.741456,0,7.8,26.6,.438805,7.8,8.6,.00236,-.004883,-.002523,-.003643,.00039799570430491,.438805,.726506,.651176125,.0828773102023163,.8496,1, ,0,P20,94.8113331033333,7.8, , ,9,9
92.553543,P20,9,100,29,9775.652344,2639.772461,-92.484604,-.000692,.019527,27.7779,14,27.8,"{""type"":""M"",""msg"":""FADE0"",""time"":92.4766,""dist"":2.40829}",4.156937,18.156937,0,11.8,7.8,.565444,7.8,14,.003703,-.003215,.000488,-.000230642857142857,.000874701588736398,.019527,.565444,.203051642857143,.171708816282572,1.33308,1, ,0,P20,94.8113331033333,7.8, , ,9,9
97.928642,P20,9,100,30,9768.375,2490.599609,-93.075943,-.000488,.479954,27.7778,27.3,15.7,"{""type"":""M"",""msg"":""FADE0"",""time"":97.923,""dist"":2.55962}",4.868973,20.568973,0,11.7,54.8,.018197,11.7,15.7,0,-.000488,-.000488,-.000488,0,.018197,.479954,.140337551020408,.132195246446002,0,1, ,0,P20,94.8113331033333,11.7, , ,9,9
104.321503,P20,9,100,31,9755.640625,2313.434814,-95.074158,-.002035,.692199,27.778,-.305222,-1.627999,"{""type"":""M"",""msg"":""FADE0"",""time"":104.226,""dist"":2.73477}",5.88586500000001,4.25786600000001,4.25786600000001,9.3,7.2,.601654,7.2,-1.627999,.002522,-.004557,-.002035,-.00233010169491525,.000620253360215926,-1.82567,1.808887,.170247491525424,.880180571769076,.90792,1,1,1,P20,94.8113331033333,7.2,.601654, ,9,9
105.841675,P20,9,100,32,9752.454102,2271.323975,-92.010933,.026259,-.596106,27.7725,-1.825394,-3.148171,"{""type"":""M"",""msg"":""FADE0"",""time"":105.754,""dist"":2.77722}",1.011955,-2.136216,0,-.813439,-2.136216,.032236,-2.136216,-3.148171,.017722,.012583,.030305,.0238399090909091,.00553383562196322,-.610104,.032236,-.398967727272727,.225558540254228,6.37992,1, ,0,P20,94.8113331033333,2.136216, , ,9,9
107.163353,P20,9,100,33,9752.169922,2234.608643,-88.881409,.011892,.931567,27.7787,-3.147072,-4.469849,"{""type"":""M"",""msg"":""FADE0"",""time"":107.078,""dist"":2.814}",.812743999999995,-3.657105,0,-2.334328,-3.657105,-.281827,-3.657105,-4.469849,.008647,.011892,.020539,.0174394444444444,.00362437408772574,-.281827,.931567,.267428222222222,.41854972337429,3.11292,1, ,0,P20,94.8113331033333,3.657105, , ,9,9
109.290314,P20,9,100,35,9752.604492,2175.52002,-92.292664,-.019165,.813468,27.775,5.9,4.6,"{""type"":""M"",""msg"":""FADE0"",""time"":109.251,""dist"":2.87438}",.709823999999998,5.309824,0,6.8,5.7,.036958,5.7,4.6,.010931,-.030096,-.019165,-.024934375,.00356251712527212,.036958,.813468,.481111625,.275694888972231,3.93516,1, ,0,P20,94.8113331033333,5.7, , ,9,9
111.010826,P20,9,100,36,9749.499023,2127.816895,-94.243355,.004852,.544223,27.7803,5.3,8.2,"{""type"":""M"",""msg"":""FADE0"",""time"":110.976,""dist"":2.92231}",1.21374499999999,6.51374499999999,0,4.5,3.4,.946597,3.4,5.3,.027118,-.022266,.004852,-.00465569230769231,.00876543585515114,.544223,.946597,.766806230769231,.140895076838023,9.76248,1, ,0,P20,94.8113331033333,3.4, , ,9,9
114.456169,P20,9,100,37,9743.311523,2032.284424,-93.859978,-.002035,.961135,27.7778,1.4,15.6,"{""type"":""M"",""msg"":""FADE0"",""time"":114.422,""dist"":3.01806}",2.938728,4.338728,0,2.9,5,.427521,2.9,1.4,.012584,-.002035,.010549,.000544333333333333,.00348109072614865,.415763,.961135,.6390171,.178527706738768,4.53024,1, ,0,P20,94.8113331033333,2.9, , ,9,9
116.175293,P20,9,100,38,9739.415039,1984.679932,-95.705956,-.0059,.817207,27.778,7.3,4.8,"{""type"":""M"",""msg"":""FADE0"",""time"":116.161,""dist"":3.06639}",1.213173,6.013173,0,6.7,5.2,1.077622,5.2,4.8,.008219,-.014119,-.0059,-.0102319230769231,.003171251578939,.817207,1.09691,1.00918192307692,.0954675427108271,2.95884,1, ,0,P20,94.8113331033333,5.2, , ,9,9
119.22863,P20,9,100,39,9731.508789,1900.211182,-94.71196,.002197,.415494,27.7779,2.5,5.7,"{""type"":""M"",""msg"":""FADE0"",""time"":119.21,""dist"":3.15112}",2.544426,5.044426,0,6.4,8.9,.550387,6.4,2.5,.007864,.002197,.010061,.0044155,.00177883940253189,.203783,.550387,.305365423076923,.0970515619736944,2.83104,1, ,0,P20,94.8113331033333,6.4, , ,9,9
122.273056,P20,9,100,40,9722.859375,1816.071655,-97.124107,-.004354,.483913,27.7782,9.7,5.8,"{""type"":""M"",""msg"":""FADE0"",""time"":122.175,""dist"":3.2335}",2.538307,8.338307,0,10.1,8,.618499,8,5.8,.006225,-.010579,-.004354,-.00732892307692308,.0023222943124949,.483913,.804957,.703959346153846,.0943591710544099,2.241,1, ,0,P20,94.8113331033333,8, , ,9,9
125.517059,P20,9,100,41,9711.570313,1726.644043,-97.029366,.000651,-.023927,27.7778,4.9,8.1,"{""type"":""M"",""msg"":""FADE0"",""time"":125.447,""dist"":3.32442}",2.73584700000001,7.63584700000001,0,10.2,13.3,.290201,10.2,4.9,.000855,.000651,.001506,.00125425,.000317935309632496,-.098536,.290201,.00672689285714286,.11681690692651,.3078,1, ,0,P20,94.8113331033333,10.2, , ,9,9
128.661057,P20,9,100,42,9699.901367,1640.07312,-98.653847,-.003377,.489823,27.778,21,27.2,"{""type"":""M"",""msg"":""FADE0"",""time"":128.561,""dist"":3.41093}",2.635766,23.635766,0,4.5,8.3,.087242,4.5,21,.0059,-.006388,-.000488,-.00466725925925926,.00162934643793603,.087242,.48994,.35956562962963,.129118122710935,2.124,1, ,0,P20,94.8113331033333,4.5, , ,9,9
132.319824,P20,9,100,43,9683.241211,1539.78833,-100.15406,-.002686,.326486,27.7778,9.3,15.2,"{""type"":""M"",""msg"":""FADE0"",""time"":132.317,""dist"":3.51529}",3.254852,12.554852,0,20.4,26.6,.486693,20.4,9.3,.000854,-.00354,-.002686,-.00301745454545455,.000403336792497062,.326486,.486693,.403455333333333,.056069414369415,.30744,1, ,0,P20,94.8113331033333,20.4, , ,9,9
136.185638,P20,9,100,44,9662.59668,1434.383301,-102.281288,-.005371,.338355,27.7778,19,10.7,"{""type"":""M"",""msg"":""FADE0"",""time"":136.123,""dist"":3.62104}",3.356842,14.056842,0,8,13.6,.328253,8,10.7,.002848,-.005371,-.002523,-.00450102941176471,.000813459409700291,.328253,.410899,.376743852941176,.027354972185706,1.02528,1, ,0,P20,94.8113331033333,8, , ,9,9
