t,id,drive,speed.kmh,occ_nr,x,y,yaw,steer,off,speed,leftTLC,rightTLC,report,OT.or.duration,OTTLC,true.TLC,FADE1.leftTLC,FADE1.rightTLC,FADE1.off,FADE1.TLC.min,FADE0.TLC.min,steer.ampl,steer.min,steer.max,steer.avg,steer.sd,offset.min,offset.max,offset.avg,offset.sd,steer.ampl.360,filter_$,lane.cross,lane.cross.copy,id2,total.search.time,fade1.tlc.min.abs,fade1.off.abs,OT.mean,drive.copy,drive.0
 ,P14,7, , , , , , , , , , , ,.447, , , , , , , ,.00150554,-.00687663,-.00537109,-.00673014488888889,.000351897132952374,.29534411,.39849317,.352274674888889,.0322648161929663,.5419944,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.681, , , , , , , ,0,-.00687663,-.00687663,-.00687663,0,.29536664,.43110681,.374247857532467,.0391660797519293,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.316, , , , , , , ,.00134277,-.00048828,.00085449,.000648233793103448,.000352015379637715,-.52248287,.01005626,-.269950032965517,.160616420969181,.4833972,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.845, , , , , , , ,.00432333,.00016276,.00448609,.00234118021052632,.00177967498205459,-.51523948,-.10201156,-.310648721894737,.122070678075941,1.5563988,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.117, , , , , , , ,.0016683,-.01090495,-.00923665,-.0101928704237288,.000674357552537169,.38856876,.56624234,.519870904491525,.049087634799962,.600588,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.562, , , , , , , ,.00599162,-.00032552,.0056661,.00261575806060606,.00204909583366691,-.70775318,-.29141212,-.552712737636364,.118313000121542,2.1569832,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.7, , , , , , , ,.00284831,.00367228,.00652059,.00508554774647887,.000959508282631112,-.75843978,-.54395437,-.66537431971831,.0662100875992494,1.0253916,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.463, , , , , , , ,0,-.00590006,-.00590006,-.00590006,0,.01982903,.19079065,.104649832619048,.0517553061190296,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.346, , , , , , , ,.00118001,-.0074056,-.00622559,-.00698906289473684,.000436382715984614,.10743201,.36391163,.287469337105263,.0782375475283922,.4248036,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.946, , , , , , , ,.00420125,.00183106,.00603231,.00512312688172043,.00124666754783893,-.56866622,-.23766661,-.430296462688172,.0981889580775999,1.51245,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.366, , , , , , , ,.00265504,.00166829,.00432333,.00293890231884058,.000870165153600493,-.54117513,.12929463,-.251831222463768,.204979851349393,.9558144,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.643, , , , , , , ,.00402833,-.00268555,.00134278,-4.32620253164557E-05,.00173040774572648,.63538146,.81594729,.738089928481013,.0513732988364349,1.4501988,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.452, , , , , , , ,.00402832,.00534058,.0093689,.00694466597402597,.00116240496386374,.19378269,.32583046,.225377999090909,.0368779192268984,1.4501952,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.067, , , , , , , ,.0045573,-.00337728,.00118002,-.000800362110091743,.00100507925769109,.33799648,.55841351,.451982165688073,.0637014479019237,1.640628,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.366, , , , , , , ,.00354003,-.00606282,-.00252279,-.00367744246376812,.0013347602403099,.38291979,.62372959,.527417190942029,.0736235848763353,1.2744108,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.586, , , , , , , ,.00268554,-.00166829,.00101725,-7.44833898305085E-05,.00116113861571543,.08722746,.2349031,.154418171186441,.0424688164316041,.9667944,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.7, , , , , , , ,.00216675,.00166829,.00383504,.00221585208333333,.000808411925317924,-.06987023,.09022987,-.0243760191666667,.0472117626433662,.78003,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.9, , , , , , , ,.00134277,-.00488281,-.00354004,-.00426942989361702,.000581911496364407,.28321421,.40861857,.358504789680851,.0358925918977588,.4833972,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.215, , , , , , , ,0,-.00402832,-.00402832,-.00402832,0,.30851293,.42787504,.383595447480315,.0366539139143543,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.977, , , , , , , ,.0008545,.00048828,.00134278,.00121592058823529,.000210486772966165,-.0541873,.09443736,.0079932212745098,.0446110987349745,.30762,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.5, , , , , , , ,0,-.00048828,-.00048828,-.00048828,0,-.11023521,-.10028875,-.106386480434783,.00280954226507843,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.343, , , , , , , ,0,-.00048828,-.00048828,-.00048828,0,-.09585071,.03302085,-.0459165971317829,.0370956456304435,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,2.312, , , , , , , ,.00150553,-.00606282,-.00455729,-.004988604,.0006461625442924,.00460708,.287063,.213317276222222,.0809622381492866,.5419908,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.764, , , , , , , ,.00036621,.00065104,.00101725,.00100881426829268,4.7304653623045E-05,-.40961647,-.18364429,-.305786996707317,.0692597082337158,.1318356,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,2.009, , , , , , , ,.00802612,-.00386556,.00416056,-.00174297482926829,.00207516769940965,-.4815371,.20995712,-.149530735317073,.20757212233232,2.8894032,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.709, , , , , , , ,.00118002,-.00976563,-.00858561,-.00905770679558011,.000495236322210257,.33932698,.53911281,.479941906629834,.0549860957469648,.4248072,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.597, , , , , , , ,.00501505,.00183106,.00684611,.00568289047619048,.00176238707455251,-.31647635,-.07674801,-.211114254761905,.0727376100002493,1.805418,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.593, , , , , , , ,.00989787,.00032552,.01022339,.00400324852941176,.00356949922313041,-.33016849,.76493597,.124405229529412,.334839230598129,3.5632332,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.764, , , , , , , ,.00187175,-.0037028,-.00183105,-.00213386602209945,.000528596205312481,.01367307,.81448627,.378091327955801,.232979275960566,.67383,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.95, , , , , , , ,.00268555,-.00150553,.00118002,-.000159792916666667,.000502675258626893,-.24685478,-.1971662,-.234444423854167,.0135329412307351,.966798,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.701, , , , , , , ,.00052897,-.00472005,-.00419108,-.00470261142857143,8.03627100106041E-05,-.15369177,-.04550421,-.0988734785714286,.031575046788928,.1904292,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.077, , , , , , , ,.00150553,-.00773112,-.00622559,-.00731357214953271,.000528270793395556,.06880355,.16798568,.127641886168224,.0290613361440045,.5419908,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.607, , , , , , , ,.00386556,-.00956217,-.00569661,-.00726544081871345,.00168772685766786,.02140236,.18875659,.114608428888889,.0544079427159444,1.3916016,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.462, , , , , , , ,0,-.00569661,-.00569661,-.00569661,0,-.20072961,-.0521667,-.12958293125,.0430484879066901,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.532, , , , , , , ,0,-.00504557,-.00504557,-.00504557,0,-.25832582,-.25280809,-.256493031666667,.00123887802288205,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,1.105, , , , , , , ,.00048828,-.00687663,-.00638835,-.00680894762376238,.000103624133840998,-.20140696,-.05593264,-.134939627128713,.042471247989538,.1757808,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,2.066, , , , , , , ,.00199382,-.01090495,-.00891113,-.0105387397641509,.00032935517418367,.04886138,.18547583,.147276065518868,.0369109161380342,.7177752,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.67, , , , , , , ,.00065104,-.00569661,-.00504557,-.00547255077922078,.000156290108601771,-.31877708,-.22305107,-.278229688831169,.0286941984367455,.2343744,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.561, , , , , , , ,0,-.00655111,-.00655111,-.00655111,0,-.33606982,-.29625773,-.31943114,.011854864268442,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,7, , , , , , , , , , , ,.576, , , , , , , ,.000325519999999999,-.0082194,-.00789388,-.00819084561403509,8.20907558528437E-05,-.15617704,-.02605236,-.0880755898245614,.0405000469365056,.1171872,1, ,0, ,75.3999998566667, , ,1.81474266666667,7,7
 ,P14,8, , , , , , , , , , , ,.783, , , , , , , ,.00166829,-.0082194,-.00655111,-.00803431012195122,.000400426132700362,.69261098,.73019314,.706031750731707,.0108557407206543,.6005844,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.75, , , , , , , ,.00569662,-.01477051,-.00907389,-.0115057874025974,.00183156557677435,.82406199,.92980748,.887853955194805,.0325785281513142,2.0507832,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.9, , , , , , , ,.00305176,-.00472005,-.00166829,-.00297522779816514,.00135593933936982,.45453894,.61460304,.520545344678899,.0488736578969522,1.0986336,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.267, , , , , , , ,.00166829,-.00891113,-.00724284,-.00835440248062016,.000618977702693157,.45067596,.49876237,.483854222403101,.013875553662821,.6005844,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.257, , , , , , , ,.00349935,-.00956217,-.00606282,-.00845307614285714,.0012787869938049,.10885906,.37755239,.263938878285714,.0777111005822214,1.259766,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.18, , , , , , , ,.00081381,-.00671387,-.00590006,-.00600933225352113,.000264767689479036,-.68123317,-.04615378,-.35612622915493,.180201202994097,.2929716,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.705, , , , , , , ,.00052897,-.00321452,-.00268555,-.00312066173333333,.00014912600062756,-.81020737,-.48723197,-.664190804533333,.0950660129230344,.1904292,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.36, , , , , , , ,.00671387,-.00907389,-.00236002,-.00547951534161491,.00192083549661275,-.03267288,.49923086,.243293217391304,.151042013852361,2.4169932,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.9, , , , , , , ,.00252279,-.00842285,-.00590006,-.00712120095744681,.000888445080480643,.90430409,1.13122129,1.03155372180851,.0666971737405464,.9082044,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.857, , , , , , , ,.00756836,-.01175944,-.00419108,-.00743425366197183,.00262896858661352,.80553818,1.25396883,1.07948748849765,.141119078764362,2.7246096,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.33, , , , , , , ,.00219727,-.00268555,-.00048828,-.00180612077464789,.000716403105695216,.27102339,.57911849,.414747037323944,.0865470287526759,.7910172,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.827, , , , , , , ,.00081381,-.00301107,-.00219726,-.00254769678571429,.000389620433321872,.12075615,.18367147,.13916583372449,.0169601057238676,.2929716,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.834, , , , , , , ,.00101726,-.00321452,-.00219726,-.00240727569892473,.000335825988035464,.18909764,.3092581,.240518821505376,.0347605548197917,.3662136,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.996, , , , , , , ,.00590006,-.00891113,-.00301107,-.00485402306603774,.00183457079957096,.22488117,.44956207,.36720947504717,.072690348990974,2.1240216,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.68, , , , , , , ,.00333659,-.00419108,-.00085449,-.00210309564285714,.00119096030457652,.01962495,.1278106,.0491559601071429,.0275833646465775,1.2011724,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.88, , , , , , , ,.00317382,-.00569661,-.00252279,-.00313792705882353,.00109781373074982,-.11700261,.06265283,-.0210138921078431,.0533812284610006,1.1425752,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.353, , , , , , , ,.00321452,-.0037028,-.00048828,-.00203896191780822,.000956374360609264,-.21317172,-.18806601,-.204703627945205,.00752565402632557,1.1572272,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.326, , , , , , , ,0,-.00252279,-.00252279,-.00252279,0,-.21080208,-.18749118,-.199068102153846,.00648592659752643,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.759, , , , , , , ,.00048829,-.00268555,-.00219726,-.0022571828358209,.000145923756765024,-.3021121,-.22659636,-.261949986467662,.0222010842078086,.1757844,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.39, , , , , , , ,.00134278,-.00252279,-.00118001,-.00142572638709677,.000488984441520587,-.45620775,-.36137867,-.418067001548387,.0282636904373554,.4834008,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.591, , , , , , , ,.00150554,.00032552,.00183106,.00121939258064516,.000616745436227934,-.46038032,-.42423606,-.446122908064516,.010684971685655,.5419944,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.487, , , , , , , ,.00016276,-.00032552,-.00016276,-.000311804269662921,4.53409357173347E-05,-.27097893,.21880174,-.0458146754494382,.140981735407227,.0585936,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.668, , , , , , , ,.00134278,-.00638835,-.00504557,-.00585937434210526,.00045689352152505,.70349634,.77810347,.745588898421053,.0233057362385044,.4834008,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.774, , , , , , , ,.000528969999999999,-.00488281,-.00435384,-.00465130531578947,.000249932209961731,.37768114,.76729023,.613205091052632,.117902715445991,.1904292,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.776, , , , , , , ,.00383504,-.00118001,.00265503,.00237776085561497,.000606695208093813,-.2404983,.16417861,-.0963719734759358,.120955668450223,1.3806144,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.316, , , , , , , ,.00199382,-.00016276,.00183106,-9.08793774319066E-05,.000322246250717015,-.1890049,.46424603,.0938177687937743,.190175756423205,.7177752,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.657, , , , , , , ,.00069173,-.00756836,-.00687663,-.0074581364556962,.000176902463405888,.71682882,.86692333,.806786878227848,.043552013576398,.2490228,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.47, , , , , , , ,0,-.00907389,-.00907389,-.00907389,0,.72325671,.85047424,.795280026785714,.0395803003585578,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.413, , , , , , , ,.00346884,.00085449,.00432333,.00358828134969325,.00127163770868127,-.23815989,.30695152,-.027552479202454,.165121361485835,1.2487824,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.48, , , , , , , ,.00065104,.00350952,.00416056,.0039841554491018,.000175419078157349,-.26663971,.19576049,-.0890965925748503,.135382011486033,.2343744,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.489, , , , , , , ,.01143392,-.01057943,.00085449,-.00554922251798561,.00398438849422231,.33739018,.96103621,.75476776942446,.197167252661586,4.1162112,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.873, , , , , , , ,.00269572,.00199382,.00468954,.00355051058823529,.000781432794507718,.07435131,.24970078,.123476017521008,.0481909684326061,.9704592,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.741, , , , , , , ,.00199381,-.00939941,-.0074056,-.00920457670588235,.000479526416165913,.52736282,.61779916,.589671207176471,.0280020052343173,.7177716,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.057, , , , , , , ,.01575724,-.00756836,.00818888,.00308427484716157,.00472762329107108,-.01762557,.50514996,.157345637117904,.169192041532048,5.6726064,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.253, , , , , , , ,.0039978,-.00048828,.00350952,.00139417840816327,.00106679094338681,.20021403,1.35113454,.725185078122449,.336167997147774,1.439208,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.66, , , , , , , ,.00822958,.00065104,.00888062,.00382672563535912,.00201780933222924,-.43401456,.47550797,.0135997566298343,.260928479240322,2.9626488,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.443, , , , , , , ,.00386557,.00835164,.01221721,.0107659247916667,.00135444385483252,-.8553648,-.49327445,-.683720662708333,.107187748794247,1.3916052,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.129, , , , , , , ,.01408895,-.01025391,.00383504,-.00272364868421053,.00505821364974043,.67975831,.84394336,.765734231052632,.0569575832128857,5.072022,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.207, , , , , , , ,.0053711,-.00419108,.00118002,.000651045991561181,.00110696784756121,.59143138,.66505706,.616753594472574,.0213248302366236,1.933596,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.02, , , , , , , ,.01290894,-.00756836,.00534058,.00166195651162791,.00430877125611771,.70711339,.92035818,.752141254465116,.051820656124987,4.6472184,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.5, , , , , , , ,.00451661,-.01041667,-.00590006,-.00929187678571429,.00143172138055382,1.35287714,1.46903229,1.42523111839286,.0348629829141197,1.6259796,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.391, , , , , , , ,.00737509,-.00268555,.00468954,.00309608880794702,.00205820234816338,.30083656,.84747994,.532981955761589,.164856144666436,2.6550324,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.666, , , , , , , ,.00049845,.00199382,.00249227,.00218861934131737,.000224196324331019,.29471195,.8576616,.511037194251497,.161786615643632,.179442,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.2, , , , , , , ,.000976560000000001,-.01342773,-.01245117,-.0128541947619048,.000366188470266597,1.57512426,1.60794389,1.59221772952381,.0101532356537034,.3515616,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,2.77, , , , , , , ,.01795451,-.00756836,.01038615,.00760794165413534,.00497832274709596,.87771434,1.6571604,1.10738689300752,.205752892197744,6.4636236,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.676, , , , , , , ,.00550334,.00016276,.0056661,.001406225,.00162831568189769,.56768918,.91982746,.72512462775,.101253253824039,1.9812024,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.839, , , , , , , ,.00032553,.00416056,.00448609,.00446694152941176,6.35945147474716E-05,.22659659,.28308105,.243173750352941,.0154165918577777,.1171908,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.828, , , , , , , ,.00435385,-.01025391,-.00590006,-.00810449880829016,.00158163940575816,.50651014,.66883135,.628599110984456,.0405664631263745,1.567386,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.96, , , , , , , ,.01124064,-.00590006,.00534058,.00224270817258883,.00333335679443743,.20629692,.44728816,.289423036751269,.0702993965190673,4.0466304,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.813, , , , , , , ,.00402832,-.00891113,-.00488281,-.00632866548717949,.00165936036486524,.73421609,1.3986696,1.09072979241026,.193616862080942,1.4501952,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.233, , , , , , , ,.00301107,-.01208496,-.00907389,-.0107660393103448,.00119675866850223,1.62719226,1.66215026,1.64589236103448,.0108220504564643,1.0839852,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.576, , , , , , , ,.0090739,-.01057943,-.00150553,-.0050307279245283,.00280910830811854,.79232013,1.41098547,1.0927897791195,.189387651022059,3.266604,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.17, , , , , , , ,.00472005,-.00488281,-.00016276,-.0012138596460177,.00126822932541365,.62475538,.70243549,.646503887256637,.0212948998536628,1.699218,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.926, , , , , , , ,.00655111,-.0119222,-.00537109,-.00730332828877005,.00229196966077667,.91371727,.99757731,.956660831497326,.0304742525325069,2.3583996,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.649, , , , , , , ,.00252279,-.01009115,-.00756836,-.0088210849704142,.00101471342970631,.68383288,.90338075,.805687653017751,.0673799483737441,.9082044,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.66, , , , , , , ,.0008138,-.00956217,-.00874837,-.00914047363636364,.000201833047226482,.36800027,.55170107,.461959901969697,.052702703130709,.292968,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.439, , , , , , , ,.00638834,-.00590006,.00048828,-.001035853,.00170351303448069,-.00482023,.19913673,.0513911607142857,.0590866613324124,2.2998024,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.695, , , , , , , ,.00305176,-.00976563,-.00671387,-.00852055534883721,.00115440598217235,.32377446,1.06115425,.672615945,.21925208975525,1.0986336,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.624, , , , , , , ,.00638835,-.01159668,-.00520833,-.00743699401234568,.0022859255811834,.0149349,1.05736578,.486058020679012,.308660522975841,2.299806,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.933, , , , , , , ,.00032553,-.00252279,-.00219726,-.00250950285714286,5.5669693507848E-05,-.34957528,-.26094747,-.326978803367347,.0251231557086565,.1171908,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.687, , , , , , , ,0,-.00268555,-.00268555,-.00268555,0,-.11850047,.27576542,.0521903265753425,.117120556048834,0,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.276, , , , , , , ,.01761882,-.01831055,-.00069173,-.00771949240601504,.0055655635104679,1.04218769,1.47113848,1.23064980105263,.135402031670799,6.3427752,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.929, , , , , , , ,.00435384,-.00939941,-.00504557,-.00828434682692308,.00116592390457639,1.1082983,1.45004976,1.26772247528846,.104261634398121,1.5673824,1, ,1, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.333, , , , , , , ,.00537109,-.0119222,-.00655111,-.00760464233333333,.00108182778441037,-.28909707,.58585405,.0927976425833333,.257832979779569,1.9335924,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.183, , , , , , , ,.00101725,-.01261393,-.01159668,-.0123829867567568,.000200481061518458,-.32127571,.22658873,-.0327648964864865,.163737541942909,.36621,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.651, , , , , , , ,.00284831,-.015625,-.01277669,-.0141764315384615,.00116959448998792,.53534555,.68321526,.616537710615385,.0444744231503052,1.0253916,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,.56, , , , , , , ,.00671386,-.01680501,-.01009115,-.0128713767307692,.00217582087974453,.89693701,.95811021,.928570794807692,.0187828557146904,2.4169896,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.133, , , , , , , ,.00252279,-.01513672,-.01261393,-.0144561236842105,.00102958462066128,.76773417,1.03007936,.949079678736842,.0758147005160845,.9082044,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
 ,P14,8, , , , , , , , , , , ,1.05, , , , , , , ,.00550334,-.00016276,.00534058,.00370464287234043,.00146175996549278,-.0392704,.32145071,.103334792446809,.112286568944301,1.9812024,1, ,0, ,75.3999998566667, , ,1.81474266666667,8,0
