id,car,task,order,attentive_percentage,inattentive_percentage,eyeglasses,age,gender,dr_lic_years,annual_km,lifetime_km,VST1,VST2,VST3,VST_avg,tasks,zero_tasks,inattentiveness_ratio,Zorder,Ztasks,Zdr_lic_years,Zage,Zinattentiveness_ratio
EV9P02,EV9,ac_suunta,2,98.4518348623853,1.54816513761468,1,21,1,3,1200, ,31,30,33,31.33,11,0,.357823960496228,-1.21741478774989,.14177141117327,-1.25950443421321,-1.34404995653445,-.917898093810696
EV9P02,EV9,ac_temp,5,98.6931818181818,1.30681818181818,1,21,1,3,1200, ,31,30,33,31.33,14,0,.323933015870225,-.173916398249985,.490283833177361,-1.25950443421321,-1.34404995653445,-.94079175770209
EV9P02,EV9,ajotila,4,96.2814645308924,3.71853546910755,1,21,1,3,1200, ,31,30,33,31.33,17,0,.66259640098463,-.521749194749952,.838796255181453,-1.25950443421321,-1.34404995653445,-.712021335493726
EV9P02,EV9,a_baseline, ,93.8787185354691,6.12128146453089,1,21,1,3,1200, ,31,30,33,31.33, ,0, , , ,-1.25950443421321,-1.34404995653445, 
EV9P02,EV9,kirkkaus,3,98.5202048947069,1.47979510529311,1,21,1,3,1200, ,31,30,33,31.33,16,0,.348223155829597,-.869581991249919,.722625447846756,-1.25950443421321,-1.34404995653445,-.924383531072782
EV9P02,EV9,lane,1,97.7064220183486,2.29357798165138,1,21,1,3,1200, ,31,30,33,31.33,0,1,.462497936338959,-1.56524758424985,-1.1361074695084,-1.25950443421321,-1.34404995653445,-.847189801446347
EV9P02,EV9,latausasema,7,98.8532110091743,1.14678899082569,1,21,1,3,1200, ,31,30,33,31.33,4,0,.301461050427065,.52174919474995,-.671424240169611,-1.25950443421321,-1.34404995653445,-.955971789699192
EV9P02,EV9,navi,8,98.9696622781912,1.03033772180881,1,21,1,3,1200, ,31,30,33,31.33,5,0,.285108478268639,.869581991249917,-.555253432834914,-1.25950443421321,-1.34404995653445,-.967018111803402
EV9P02,EV9,puhelu,9,98.9099254159495,1.09007458405049,1,21,1,3,1200, ,31,30,33,31.33,10,0,.293496977239684,1.21741478774988,.0256006038385723,-1.25950443421321,-1.34404995653445,-.961351598871536
EV9P02,EV9,radio,10,98.7478656801366,1.2521343198634,1,21,1,3,1200, ,31,30,33,31.33,11,0,.316254080242762,1.56524758424985,.14177141117327,-1.25950443421321,-1.34404995653445,-.945978953669591
EV9P02,EV9,seat,6,96.2857142857143,3.71428571428571,1,21,1,3,1200, ,31,30,33,31.33,0,1,.661999632714379,.173916398249983,-1.1361074695084,-1.25950443421321,-1.34404995653445,-.712424458285108
EV9P03,EV9,ac_suunta,6,97.3714285714286,2.62857142857143,1,60,2,42,18000,850000,26,24,27,25.67,15,0,.268214768972886,.173916398249983,.606454640512059,1.37981530554104,1.24330763803735,-.978429977325709
